ID,Video,Date,Flower,Time,Hummingbird,Sex,Pierce,
FH509,FH509_01,1/21/2014,Guzmania jaramilloi,14:53:32,Violet-tailed Sylph,F,,
FH509,FH509_01,1/21/2014,Guzmania jaramilloi,16:12:44,Violet-tailed Sylph,,,
FH509,FH509_01,1/21/2014,Guzmania jaramilloi,17:24:16,Violet-tailed Sylph,,,
FH608,FH608_01,1/8/2014,Centropogon solanifolius,6:09:58,Tawny-bellied Hermit,,,
FH608,FH608_01,1/8/2014,Centropogon solanifolius,8:20:18,Violet-tailed Sylph,M,Y,
FH706,FH706_01,1/8/2014,Mezobromelia capitliguera,7:15:22,Gorgeted Sunangel,,,
FH706,FH706_01,1/8/2014,Mezobromelia capitliguera,8:28:54,Gorgeted Sunangel,,,
FH706,FH706_01,1/8/2014,Mezobromelia capitliguera,9:55:58,Brown Inca,,,
FH706,FH706_01,1/8/2014,Mezobromelia capitliguera,10:11:53,Gorgeted Sunangel,,,
FH707,FH707_01,1/21/2014,Columnea ciliata,9:36:54,Violet-tailed Sylph,M,,
FH110,FH110_01,2/12/2014,Drymonia tenuis,8:04:50,Gorgeted Sunangel,,,
FH110,FH110_01,2/12/2014,Drymonia tenuis,11:31:28,Violet-tailed Sylph,,,
FH111,FH111_01,2/27/2014,Gasteranthus quitensis,7:43:48,Speckled Hummingbird,,,
FH209,FH209_01,2/12/2014,Fucschia macrostigma,9:11:01,Tawny-bellied Hermit,,,
FH310,FH310_01,2/12/2014,Gasteranthus wendalalius,9:12:32,Violet-tailed Sylph,F,Y,
FH310,FH310_02,2/12/2014,Gasteranthus wendalalius,13:04:06,Violet-tailed Sylph,F,Y,
FH409,FH409_01,2/12/2014,Renealmia sessifolia,6:32:30,Speckled Hummingbird,,,
FH409,FH409_01,2/12/2014,Renealmia sessifolia,9:27:44,Speckled Hummingbird,,,
FH409,FH409_02,2/12/2014,Renealmia sessifolia,12:31:18,UKWN,,,
FH409,FH409_02,2/12/2014,Renealmia sessifolia,15:25:00,UKWN,,,
FH410,FH410_01,2/27/2014,Palicourea acetosoides,8:22:57,Green-fronted Lancebill,,,
FH410,FH410_01,2/27/2014,Palicourea acetosoides,8:46:08,Violet-tailed Sylph,F,,
FH410,FH410_01,2/27/2014,Palicourea acetosoides,9:37:59,Green-fronted Lancebill,,,
FH410,FH410_01,2/27/2014,Palicourea acetosoides,10:58:08,Green-fronted Lancebill,,,
FH510,FH510_01,2/12/2014,Columnea Strigosa,8:11:31,UKWN,,,
FH510,FH510_01,2/12/2014,Columnea Strigosa,12:53:26,Violet-tailed Sylph,F,Y,
FH511,FH511_01,2/27/2014,Centropogon solanifolius,8:25:14,Tawny-bellied Hermit,,,
FH511,FH511_01,2/27/2014,Centropogon solanifolius,10:23:09,Violet-tailed Sylph,,Y,
FH511,FH511_01,2/27/2014,Centropogon solanifolius,10:56:17,Tawny-bellied Hermit,,,
FH511,FH511_01,2/27/2014,Centropogon solanifolius,11:28:59,Tawny-bellied Hermit,,,
FH511,FH511_01,2/27/2014,Centropogon solanifolius,17:09:05,Violet-tailed Sylph,F,Y,
FH611,FH611_01,2/27/2014,Renealmia sessifolia,7:20:17,Gorgeted Sunangel,,,
FH611,FH611_01,2/27/2014,Renealmia sessifolia,8:22:58,Speckled Hummingbird,,,
FH611,FH611_01,2/27/2014,Renealmia sessifolia,10:40:52,Gorgeted Sunangel,,,
FH708,FH708_01,2/12/2014,Drymonia tenuis,8:09:35,UKWN,,,
FH708,FH708_01,2/12/2014,Drymonia tenuis,9:37:59,UKWN,,,
FH708,FH708_01,2/12/2014,Drymonia tenuis,11:04:15,Speckled Hummingbird,,,
FH708,FH708_02,2/12/2014,Drymonia tenuis,12:40:26,UKWN,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,6:12:02,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,6:18:28,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,6:29:10,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,6:47:08,Violet-tailed Sylph,F,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,6:49:33,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:03:08,Violet-tailed Sylph,F,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:06:19,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:15:42,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:20:15,Fawn-breasted Brilliant,M,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:26:01,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:34:13,Violet-tailed Sylph,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:45:35,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,7:52:00,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:08:13,Violet-tailed Sylph,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:14:34,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:21:10,Violet-tailed Sylph,M,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:29:30,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:36:53,Violet-tailed Sylph,M,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:42:10,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,8:58:40,Violet-tailed Sylph,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:00:55,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:08:51,Violet-tailed Sylph,F,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:14:16,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:33:19,Violet-tailed Sylph,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:42:15,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:49:44,Violet-tailed Sylph,F,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,9:57:43,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:02:21,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:10:37,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:12:46,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:20:37,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:30:14,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,10:57:02,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,11:22:24,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,11:47:21,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,12:40:53,Brown Inca,,,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,12:45:59,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,13:33:13,Violet-tailed Sylph,,Y,
FH709,FH709_01,2/27/2014,Mezobromelia capitliguera,14:00:48,Brown Inca,,,
FH808,FH808_02,2/12/2014,Bomarea pardina,14:07,Brown Inca,,,
FH211,FH211_01,3/11/2014,Gasteranthus wendalalius,11:23:05,Violet-tailed Sylph,,Y,
FH211,FH211_01,3/11/2014,Gasteranthus wendalalius,17:58:30,Violet-tailed Sylph,,Y,
FH312,FH312_01,3/11/2014,Mezobromelia capitliguera,6:49:15,Violet-tailed Sylph,,,
FH312,FH312_01,3/11/2014,Mezobromelia capitliguera,8:47:56,Fawn-breasted Brilliant,,,
FH312,FH312_01,3/11/2014,Mezobromelia capitliguera,10:56:36,Brown Inca,,,
FH411,FH411_02,3/11/2014,Kohleria,15:00:18,Tawny-bellied Hermit,,,
FH512,FH512_01,3/11/2014,Kohleria affinis,8:43:42,Violet-tailed Sylph,,Y,
FH512,FH512_01,3/11/2014,Kohleria affinis,12:57:17,Violet-tailed Sylph,,Y,
FH512,FH512_01,3/11/2014,Kohleria affinis,13:30:28,Brown Inca,,,
FH512,FH512_01,3/11/2014,Kohleria affinis,14:09:12,Violet-tailed Sylph,,Y,
FH512,FH512_01,3/11/2014,Kohleria affinis,15:59:43,Violet-tailed Sylph,,Y,
FH512,FH512_01,3/11/2014,Columnea ciliata,17:42:57,Tawny-bellied Hermit,,,
FH810,FH810_01,3/11/2014,Renealmia sessifolia,11:28:19,UKWN,,,
NF017,131214AA,12/14/2013,Columnea cinerea,6:29:04,White-whiskered Hermit,,,
NF017,131214AA,12/14/2013,Columnea cinerea,8:57:27,White-whiskered Hermit,,,
NF017,131214AB,12/14/2013,Columnea cinerea,15:28:57,White-whiskered Hermit,,,
NF017,131214AB,12/15/2013,Columnea cinerea,8:52:17,White-whiskered Hermit,,,
NF017,131214AB,12/15/2013,Columnea cinerea,11:53:03,White-whiskered Hermit,,,
NF017,131214AB,12/15/2013,Columnea cinerea,13:58:00,White-whiskered Hermit,,,
NF018,131215AA,12/15/2013,Psammisia aberrans,9:18:38,White-whiskered Hermit,,,
NF2,131116AB,11/6/2013,Salvia quitensis,13:18:32,Stripe-throated Hermit,,,
NF003,131116AC,11/16/2013,Psammisia aberrans,14:19:17,UKWN,,,
NF003,131116AC,11/16/2013,Psammisia aberrans,16:49:30,UKWN,,,
NF2,131117AA,11/17/2013,Salvia quitensis,6:41:56,Stripe-throated Hermit,,,
NF2,131117AA,11/17/2013,Salvia quitensis,8:21:56,Stripe-throated Hermit,,,
NF003,131117AB,11/17/2013,Psammisia aberrans,15:43:49,Brown Inca,,,
NF003,131117AB,11/17/2013,Psammisia aberrans,16:49:03,Tawny-bellied Hermit,,,
NF026,131221AA,12/21/2013,Stromantheus stromanthe,9:49:11,Stripe-throated Hermit,,,
NF026,131221AA,12/21/2013,Stromantheus stromanthe,11:39:21,Stripe-throated Hermit,,,
NF026,131221AA,12/21/2013,Stromantheus stromanthe,12:33:42,Stripe-throated Hermit,,,
NF026,131221AA,12/21/2013,Stromantheus stromanthe,14:56:02,Green-crowned Woodnymph,,,
NF026,131221AA,12/21/2013,Stromantheus stromanthe,15:05:12,Stripe-throated Hermit,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,7:02:08,Green-crowned Woodnymph,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,8:26:46,Stripe-throated Hermit,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,10:22:28,Green-crowned Woodnymph,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,14:00:06,Stripe-throated Hermit,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,15:10:43,Booted Racket-tail,,,
NF026,131221AA,12/22/2013,Stromantheus stromanthe,16:41:31,Booted Racket-tail,,,
NF026,131221AB,12/21/2013,Palicourea demissa,10:57:30,Green-crowned Woodnymph,,,
NF026,131221AB,12/21/2013,Palicourea demissa,17:43:31,Green-crowned Woodnymph,,,
NF026,131221AB,12/22/2013,Palicourea demissa,6:19:04,White-whiskered Hermit,,,
NF026,131221AB,12/22/2013,Palicourea demissa,6:19:27,Rufous-throated Hummingbird,,,
NF026,131221AB,12/22/2013,Palicourea demissa,6:25:04,Green-crowned Woodnymph,,,
NF026,131221AB,12/22/2013,Palicourea demissa,6:48:41,Green-crowned Woodnymph,,,
NF026,131221AB,12/22/2013,Palicourea demissa,7:28:21,Green-crowned Woodnymph,,,
NF027,131221AA,12/21/2013,Columnea cinerea,9:48:55,UKWN,,,
NF027,131221AA,12/21/2013,Columnea cinerea,10:55:16,Stripe-throated Hermit,,Y,
NF027,131221AA,12/21/2013,Columnea cinerea,10:57:10,Stripe-throated Hermit,,Y,
NF027,131221AA,12/21/2013,Columnea cinerea,13:51:41,Stripe-throated Hermit,,Y,
NF027,131221AA,12/22/2013,Columnea cinerea,16:42:51,White-whiskered Hermit,,,
NF029,131221AB,12/21/2013,Columnea ciliata,15:28:53,Stripe-throated Hermit,,Y,
NF029,131221AB,12/21/2013,Columnea ciliata,16:24:05,Tawny-bellied Hermit,,,
NF029,131222AA,12/22/2013,Columnea ciliata,6:03:41,Tawny-bellied Hermit,,,
NF029,131222AA,12/22/2013,Columnea ciliata,9:17:32,Tawny-bellied Hermit,,,
NF029,131222AA,12/22/2013,Columnea ciliata,13:43:03,Stripe-throated Hermit,,Y,
NF031,131221AA,12/21/2013,Guzmania amplectans,10:46:53,White-whiskered Hermit,,,
NF009,131130AA,11/30/2013,Stromantheus stromanthe,7:30:50,Stripe-throated Hermit,,,
NF009,131130AA,11/30/2013,Stromantheus stromanthe,9:14:51,Stripe-throated Hermit,,,
NF009,131130AA,11/30/2013,Stromantheus stromanthe,10:19:18,UKWN,,,
NF009,131130AA,11/30/2013,Stromantheus stromanthe,11:09:11,Stripe-throated Hermit,,,
NF009,131130AB,11/30/2013,Stromantheus stromanthe,12:59:46,Stripe-throated Hermit,,,
NF010,131130AA,11/30/2013,Columnea cinerea,6:22:58,White-whiskered Hermit,,,
NF010,131130AA,11/30/2013,Columnea cinerea,8:47:33,White-whiskered Hermit,,,
NF010,131130AA,12/1/2013,Columnea cinerea,7:34:14,White-whiskered Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,6:02:13,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,6:28:13,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,7:40:07,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,8:40:53,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,9:06:45,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,9:38:33,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,10:01:44,White-whiskered Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,10:07:17,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,10:33:42,Tawny-bellied Hermit,,,
NF011,131130AA,11/30/2013,Heliconia griggsianna,11:18:22,Tawny-bellied Hermit,,,
NF011,131130AB,11/30/2013,Heliconia griggsianna,2:50:55,Tawny-bellied Hermit,,,
NF012,131130AB,11/30/2013,Columnia ciliata,16:47:32,UKWN,,,
NF012,131130AB,12/1/2013,Columnia ciliata,14:52:18,Stripe-throated Hermit,,Y,
NF013,131130AA,11/30/2013,Guzmania amplectans,8:11:31,White-whiskered Hermit,,,
NF013,131130AA,11/30/2013,Guzmania amplectans,9:54:11,White-whiskered Hermit,,,
NF013,131130AA,12/1/2013,Guzmania amplectans,6:35:19,White-whiskered Hermit,,,
NF013,131130AA,12/1/2013,Guzmania amplectans,8:27:08,White-whiskered Hermit,,,
NF014,131201AA,12/1/2013,Glossoloma purpureum,8:02:32,Tawny-bellied Hermit,,,
NF015,131120AB,11/30/2013,Columnea cinerea,15:15:41,Tawny-bellied Hermit,,,
NF015,131120AB,12/1/2013,Columnea cinerea,8:00:37,Tawny-bellied Hermit,,,
NF016,131130AA,11/30/2013,Guzmania jaramilloi,8:26:29,Brown Inca,,,
NF016,131130AA,11/30/2013,Guzmania jaramilloi,9:43:20,Brown Inca,,,
NF016,131130AA,11/30/2013,Guzmania jaramilloi,10:36:57,Violet-tailed Sylph,,,
NF016,131130AA,11/30/2013,Guzmania jaramilloi,11:05:59,Brown Inca,,,
NF016,131130AA,11/30/2013,Guzmania jaramilloi,11:24:17,Violet-tailed Sylph,F,,
NF016,131130AB,11/30/2013,Guzmania jaramilloi,15:04:39,Violet-tailed Sylph,F,,
NF016,131130AB,11/30/2013,Guzmania jaramilloi,17:38:54,Violet-tailed Sylph,F,,
NF016,131201AB,12/1/2013,Guzmania jaramilloi,7:59:12,Green-crowned Brilliant,,,
NF016,131201AB,12/1/2013,Guzmania jaramilloi,9:02:31,Violet-tailed Sylph,,,
NF016,131201AB,12/1/2013,Guzmania jaramilloi,16:33:14,Green-crowned Brilliant,,,
NF033,140118AB,1/18/2014,Columnea ciliata,16:57:25,Stripe-throated Hermit,,Y,
NF034,140118AA,1/18/2014,Columnea picta,11:21:01,Stripe-throated Hermit,,Y,
NF036,140118AA,1/18/2014,Columnea picta,9:41:42,Stripe-throated Hermit,,Y,
NF049,140217AA,2/17/2014,Pitcairnia nigra,10:31:48,Green-crowned Woodnymph,,,
NF050,140215AA,2/15/2014,Gasteranthus quitensis,7:55:31,Stripe-throated Hermit,,,
NF050,140215AA,2/15/2014,Gasteranthus quitensis,14:29:33,Booted Racket-tail,,,
NF052,140215AB,2/15/2014,Columnea ciliata,13:41:36,Tawny-bellied Hermit,,,
NF056,140215AA,2/15/2014,Columnea kucinyakii,9:41:26,Violet-tailed Sylph,,,
NF056,140215AA,2/15/2014,Columnea kucinyakii,10:20:28,Tawny-bellied Hermit,,,
NF056,140215AB,2/15/2014,Columnea kucinyakii,13:20:57,Tawny-bellied Hermit,,,
NF056,140215AB,2/15/2014,Columnea kucinyakii,16:55:26,Tawny-bellied Hermit,,,
NF056,140216AA,2/16/2014,Columnea kucinyakii,7:58:24,Violet-tailed Sylph,,Y,
NF056,140216AA,2/16/2014,Columnea kucinyakii,8:08:42,Tawny-bellied Hermit,,,
NF056,140216AA,2/16/2014,Columnea kucinyakii,11:11:34,Violet-tailed Sylph,,Y,
NF056,140216AA,2/16/2014,Columnea kucinyakii,11:26:08,Tawny-bellied Hermit,,,
NF056,140216AB,2/16/2014,Columnea kucinyakii,14:02:43,Tawny-bellied Hermit,,,
NF034,140118AA,1/18/2014,Columnea picta,11:21:01,Stripe-throated Hermit,,,
NF037,140118AA,1/18/2014,Centropogon solanifolius,11:57:22,Tawny-bellied Hermit,,,
NF037,140118AA,1/18/2014,Centropogon solanifolius,16:17:43,Tawny-bellied Hermit,,,
NF037,140119AB,1/19/2014,Centropogon solanifolius,17:16:37,Tawny-bellied Hermit,,,
NF039,140119AA,1/19/2013,Guzmania jaramilloi,10:53:03,Booted Racket-tail,,,
NF057,140223AA,2/23/2014,Columnea ciliata,7:58:51,Tawny-bellied Hermit,,,
NF057,140223AA,2/23/2014,Columnea ciliata,10:50:51,Stripe-throated Hermit,,,
NF057,140223AB,2/23/2014,Columnea ciliata,15:25:22,UKWN,,,
NF057,140224AA,2/24/2014,Columnea ciliata,8:15:00,Tawny-bellied Hermit,,,
NF058,140223AA,2/23/2014,Palicourea demissa,7:36:15,Green-crowned Woodnymph,,,
NF058,140223AA,2/23/2014,Palicourea demissa,8:19:33,Green-crowned Woodnymph,,,
NF058,140223AA,2/23/2014,Palicourea demissa,8:52:07,Green-crowned Woodnymph,,,
NF058,140223AA,2/23/2014,Palicourea demissa,9:49:44,Green-crowned Woodnymph,,,
NF058,140223AA,2/23/2014,Palicourea demissa,10:39:45,Booted Racket-tail,F,,
NF059,140223AA,2/23/2014,Columnea ciliata,8:33:09,White-whiskered Hermit,,,
NF059,140224AB,2/24/2014,Columnea ciliata,14:14:08,Stripe-throated Hermit,,Y,
NF059,140224AB,2/24/2014,Columnea ciliata,15:04:04,White-whiskered Hermit,,,
NF059,140226AA,2/26/2014,Columnea ciliata,10:31:59,Stripe-throated Hermit,,Y,
NF059,140226AB,2/26/2014,Columnea ciliata,14:20:08,Stripe-throated Hermit,,Y,
NF059,140226AB,2/26/2014,Columnea ciliata,15:36:28,Stripe-throated Hermit,,Y,
NF059,140227AA,2/27/2014,Columnea,7:50:35,White-whiskered Hermit,,,
NF059,140227AA,2/27/2014,Columnea,7:50:35,UKWN,,,
NF060,140223AA,2/23/2014,Centropogon solanifolius,7:24:38,UKWN,,,
NF060,140223AA,2/23/2014,Centropogon solanifolius,8:56:48,Tawny-bellied Hermit,,,
NF060,140223AA,2/24/2014,Centropogon solanifolius,6:40:40,Tawny-bellied Hermit,,,
NF060,140223AA,2/24/2014,Centropogon solanifolius,7:59:48,Tawny-bellied Hermit,,,
NF060,140223AA,2/24/2014,Centropogon solanifolius,11:41:37,Tawny-bellied Hermit,,,
NF060,140223AA,2/24/2014,Centropogon solanifolius,14:41:06,Tawny-bellied Hermit,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,8:35:17,White-whiskered Hermit,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,9:02:46,Wedge-billed Hummingbird,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,9:25:17,Wedge-billed Hummingbird,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,9:27:34,White-whiskered Hermit,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,10:03:41,White-whiskered Hermit,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,10:38:56,White-whiskered Hermit,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,10:58:14,Wedge-billed Hummingbird,,,
NF041,140125AA,1/25/2014,Heliconia griggsianna ,12:33:14,Wedge-billed Hummingbird,,,
NF041,140125AB,1/25/2014,Heliconia griggsianna ,15:05:53,Stripe-throated Hermit,,,
NF041,140125AB,1/25/2014,Heliconia griggsianna ,11:40:19,Wedge-billed Hummingbird,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,7:54:11,Stripe-throated Hermit,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,8:00:03,Booted Racket-tail,F,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,8:01:07,Booted Racket-tail,M,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,8:21:13,Booted Racket-tail,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,9:05:34,Booted Racket-tail,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,9:52:58,Booted Racket-tail,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,12:54:39,Green-crowned Woodnymph,,,
NF044,140126AA,1/26/2014,Renealmia sessifolia,17:10:24,UKWN,,,
NF045,140135AA,1/25/2014,Glossoloma purpureum,10:19:32,Stripe-throated Hermit,,Y,
NF045,140135AB,1/25/2014,Glossoloma purpureum,12:38:57,Stripe-throated Hermit,,,
NF045,140135AB,1/25/2014,Glossoloma purpureum,13:47:35,UKWN,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,6:48:26,UKWN,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,7:32:23,White-whiskered Hermit,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,8:09:23,White-whiskered Hermit,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,12:36:15,UKWN,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,13:56:39,UKWN,,,
NF045,140135AB,1/26/2014,Glossoloma purpureum,14:36:36,Stripe-throated Hermit,,,
